request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_190,1075.8,affordable_later,wait,2024-12-16:2557.5,2024-12-16,none,"Wait until 2024-12-16, then pay EUR 2557.5 in full. Paying earlier risks breaching the EUR 1600 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today. This keeps at least EUR 500 available over the next 90 days.
request_192,338.8,affordable_later,wait,2026-06-14:2046,2026-06-14,none,"Wait until 2026-06-14, then pay USD 2046 in full. Paying earlier risks breaching the USD 1000 minimum."
request_193,261.62,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-15,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This keeps the EUR 1000 minimum protected."
request_194,65380,affordable_later,wait,2025-09-24:132800,2025-09-24,none,"Wait until 2025-09-24, then pay INR 132800 in full. Paying earlier risks breaching the INR 113600 minimum."
request_195,1170.4,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-06,none,"Use 3 installments of EUR 405.74, starting 2026-01-09. This keeps the EUR 700 minimum protected."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This keeps at least EUR 500 available over the next 90 days.
request_197,5872768.26,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-21. Available options do not keep the IDR 26245900 minimum protected.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This keeps at least INR 124300 available over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This keeps the IDR 25359500 minimum protected."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 today. This keeps at least IDR 20114600 available over the next 90 days.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today. This keeps at least IDR 17304500 available over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This keeps at least INR 147800 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This keeps the EUR 1400 minimum protected."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,Pay EUR 588.74 today. This keeps at least EUR 1300 available over the next 90 days.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This keeps at least IDR 13994300 available over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This keeps the EUR 900 minimum protected."
request_207,9257.6,affordable_later,wait,2026-07-16:11830,2026-07-16,none,"Wait until 2026-07-16, then pay ZAR 11830 in full. Paying earlier risks breaching the ZAR 13600 minimum."
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Pay IDR 4413000 today. This keeps at least IDR 10470700 available over the next 90 days.
request_209,6061,not_affordable,not_recommended,none,2025-12-15,none,Do not make this payment by 2025-11-25. Available options do not keep the ZAR 18400 minimum protected.
request_210,1360.02,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-06,none,"Use 3 installments of USD 471.48, starting 2026-04-06. This keeps the USD 2000 minimum protected."
request_211,697.99,affordable_later,wait,2024-09-14:1788.6,2024-09-14,none,"Wait until 2024-09-14, then pay EUR 1788.6 in full. Paying earlier risks breaching the EUR 1500 minimum."
request_212,14107500,affordable_later,wait,2025-04-24:71934000,2025-04-24,none,"Wait until 2025-04-24, then pay IDR 71934000 in full. Paying earlier risks breaching the IDR 29579800 minimum."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This keeps the USD 2100 minimum protected."
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use 2 installments of INR 36270, starting 2024-12-04. This keeps the INR 174900 minimum protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This keeps the ZAR 15700 minimum protected."
request_216,994.8,affordable_later,wait,2026-08-15:3332.4,2026-08-15,none,"Wait until 2026-08-15, then pay USD 3332.4 in full. Paying earlier risks breaching the USD 1800 minimum."
request_217,27055.67,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-16,none,"Use 3 installments of ZAR 12889.07, starting 2024-03-19. This keeps the ZAR 26800 minimum protected."
request_218,32002064.8,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This keeps the IDR 34477200 minimum protected."
request_219,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-13. Available options do not keep the EUR 1100 minimum protected.
request_220,220.24,not_affordable,not_recommended,none,2024-07-14,none,Do not make this payment by 2024-07-03. Available options do not keep the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This keeps at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This keeps at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This keeps at least EUR 800 available over the next 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5370040, starting 2025-02-04. This keeps the IDR 22187600 minimum protected."
request_225,14739409.6,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-16,none,"Use 3 installments of IDR 7647120, starting 2026-07-20. This keeps the IDR 17670700 minimum protected."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today. This keeps at least INR 209400 available over the next 90 days.
request_227,21110,not_affordable,not_recommended,none,2025-07-18,none,Do not make this payment by 2025-06-20. Available options do not keep the INR 62900 minimum protected.
request_228,7643700,affordable_later,wait,2026-07-06:63327000,2026-07-06,none,"Wait until 2026-07-06, then pay IDR 63327000 in full. Paying earlier risks breaching the IDR 26191200 minimum."
request_229,745.52,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-03-18,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This keeps the EUR 1000 minimum protected."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 today. This keeps at least EUR 2000 available over the next 90 days.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12378.08, starting 2026-01-06. This keeps the ZAR 24300 minimum protected."
request_232,1118.4,affordable_later,wait,2024-06-15:1970.1,2024-06-15,none,"Wait until 2024-06-15, then pay EUR 1970.1 in full. Paying earlier risks breaching the EUR 2400 minimum."
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-12-17. Available options do not keep the IDR 10365700 minimum protected.
request_234,424.25,affordable_later,wait,2026-08-15:1213.3,2026-08-15,none,"Wait until 2026-08-15, then pay EUR 1213.3 in full. Paying earlier risks breaching the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This keeps at least USD 700 available over the next 90 days.
request_236,10835700,not_affordable,not_recommended,none,2025-04-16,none,Do not make this payment by 2025-02-23. Available options do not keep the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This keeps at least IDR 22431500 available over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This keeps the USD 700 minimum protected."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This keeps at least USD 600 available over the next 90 days.
request_240,20020,affordable_with_plan,partial_payment,2026-01-06:20020|2026-03-16:81180,2026-03-16,none,Proceed with partial payment while preserving the INR 52800 minimum.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This keeps the IDR 19252000 minimum protected."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. Available options do not keep the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This keeps at least ZAR 19900 available over the next 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 today. This keeps at least ZAR 45900 available over the next 90 days.
request_245,57140,affordable_later,wait,2025-11-15:128500,2025-11-15,none,"Wait until 2025-11-15, then pay INR 128500 in full. Paying earlier risks breaching the INR 94600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This keeps the ZAR 39300 minimum protected."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today. This keeps at least EUR 1300 available over the next 90 days.
request_248,1152.36,affordable_with_plan,partial_payment,2025-02-07:1152.36|2025-04-16:813.24,2025-04-16,none,Proceed with partial payment while preserving the USD 1300 minimum.
request_249,292.4,affordable_later,wait,2026-01-17:643.2,2026-01-17,none,"Wait until 2026-01-17, then pay USD 643.2 in full. Paying earlier risks breaching the USD 600 minimum."
request_250,20880.2,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-18. Available options do not keep the ZAR 35300 minimum protected.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,Do not make this payment by 2025-06-06. Available options do not keep the EUR 1300 minimum protected.
request_252,9040200,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Wait until 2026-08-15, then pay IDR 28082000 in full. Paying earlier risks breaching the IDR 15152200 minimum."
request_253,1909.57,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-03-18,none,"Use 3 installments of EUR 984.6, starting 2024-03-21. This keeps the EUR 2300 minimum protected."
request_254,1384.6,affordable_later,wait,2025-08-15:3535.2,2025-08-15,none,"Wait until 2025-08-15, then pay USD 3535.2 in full. Paying earlier risks breaching the USD 2500 minimum."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This keeps at least IDR 9813900 available over the next 90 days.
request_256,192683.28,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,"Use 3 installments of INR 75816, starting 2024-06-10. This keeps the INR 168600 minimum protected."
request_257,941.2,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,"Wait until 2025-11-15, then pay USD 1352.4 in full. Paying earlier risks breaching the USD 1600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today. This keeps at least USD 500 available over the next 90 days.
request_259,571.3,affordable_later,wait,2024-09-15:935,2024-09-15,none,"Wait until 2024-09-15, then pay EUR 935 in full. Paying earlier risks breaching the EUR 600 minimum."
request_260,12646400,affordable_with_plan,partial_payment,2025-02-06:12646400|2025-02-16:39432600,2025-02-16,none,Proceed with partial payment while preserving the IDR 20727700 minimum.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today. This keeps at least EUR 1500 available over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today. This keeps at least IDR 31018500 available over the next 90 days.
request_263,12078,not_affordable,not_recommended,none,2025-07-18,none,Do not make this payment by 2025-06-15. Available options do not keep the ZAR 24100 minimum protected.
request_264,36910,affordable_later,wait,2026-05-15:111300,2026-05-15,none,"Wait until 2026-05-15, then pay INR 111300 in full. Paying earlier risks breaching the INR 59500 minimum."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today. This keeps at least INR 189700 available over the next 90 days.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This keeps the EUR 900 minimum protected."
request_267,1925,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This keeps the EUR 1500 minimum protected."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-06-15,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This keeps the EUR 1400 minimum protected."
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-02. Available options do not keep the ZAR 23100 minimum protected.
request_270,411.4,not_affordable,not_recommended,none,2026-09-14,none,Do not make this payment by 2026-08-30. Available options do not keep the USD 1400 minimum protected.
request_271,39580,affordable_later,wait,2024-09-15:91300,2024-09-15,none,"Wait until 2024-09-15, then pay INR 91300 in full. Paying earlier risks breaching the INR 58200 minimum."
request_272,7531524,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This keeps the IDR 7508600 minimum protected."
request_273,12228400,affordable_with_plan,partial_payment,2026-04-07:12228400|2026-04-15:3632600,2026-04-15,none,Proceed with partial payment while preserving the IDR 18774600 minimum.
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This keeps the EUR 1800 minimum protected."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This keeps at least IDR 12760100 available over the next 90 days.
